"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"IMATINIB";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL160";"CYCLOSPORINE";"4";"1202.63";"None";"None";"CYCLOSPORIN A";"C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL115";"INDINAVIR";"4";"613.80";"1";"2.87";"INDINAVIR";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL63963";"";"0";"572.67";"1";"4.06";"12a";"O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3cccc(F)c3)n2)cc1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"11.21";"0.21";"2.36";"5.26";"False";"CHEMBL647105";"Binding affinity for clone human Beta-2 adrenergic receptor from CHO cell membranes in the presence of I-iodocyanopindolol";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133315";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3308072";""
"CHEMBL2112075";"";"0";"445.39";"0";"4.72";"38, (NPS 2143,SB-262470A)";"CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"13.12";"0.25";"0.65";"8.22";"False";"CHEMBL952690";"Binding affinity to beta2 adrenoceptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137011";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL382741";"";"0";"374.48";"0";"4.06";"5";"CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccccc1C#N";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1052906";"Inhibition of beta2 adrenergic receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154613";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL135";"ESTRADIOL";"4";"272.39";"0";"3.61";"BETA-ESTRADIOL";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL1089735";"";"0";"430.55";"0";"3.80";"47";"O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1N1CCCC1";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"12.25";"0.23";"1.48";"6.81";"False";"CHEMBL1105983";"Displacement of [125I]cyanopindolol from human beta 2 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1078575";"";"0";"477.57";"0";"4.74";"55";"O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1-c1nc2ccccc2[nH]1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1105983";"Displacement of [125I]cyanopindolol from human beta 2 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1078495";"";"0";"467.57";"0";"4.78";"56";"O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1COc1ccccc1";"IC50";"'='";"4700.0";"nM";"5.33";"";"";"UO_0000065";"11.39";"0.21";"0.55";"6.38";"False";"CHEMBL1105983";"Displacement of [125I]cyanopindolol from human beta 2 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1078496";"";"0";"454.57";"0";"4.24";"57";"O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(CCn2cccc2)c1";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"13.69";"0.25";"1.98";"7.86";"False";"CHEMBL1105983";"Displacement of [125I]cyanopindolol from human beta 2 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1094715";"";"0";"365.44";"0";"1.78";"33";"O=C(Cn1cccn1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1105983";"Displacement of [125I]cyanopindolol from human beta 2 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL1091479";"";"0";"407.52";"0";"2.96";"40";"Cc1cc(C)n(C(C)C(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)n1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1105983";"Displacement of [125I]cyanopindolol from human beta 2 adrenergic receptor expressed in CHO cells at 10 uM after 3 to 4 hrs by scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155428";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308072";""
"CHEMBL509";"MECLOFENAMIC ACID";"4";"296.15";"0";"4.74";"MECLOFENAMIC ACID";"Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL6437";"MIANSERIN";"4";"264.37";"0";"3.08";"MIANSERIN";"CN1CCN2c3ccccc3Cc3ccccc3C2C1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL294042";"L-749372";"0";"553.42";"1";"3.06";"8";"O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(I)cc1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"12.57";"0.31";"3.90";"6.92";"False";"CHEMBL647874";"Evaluated for its agonist activity and the binding affinity against human Beta-2 adrenergic receptor in membranes from chinese hamster ovary cell";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"ovary";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131392";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL4095361";"";"0";"552.68";"1";"3.79";"19b";"Cc1nnc(-c2cccc(CN3CCN(C(=O)c4ccc(C[C@@H]5CC[C@H]([C@H](O)c6ccccc6)N5)cc4)CC3)n2)o1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004025";"Activity at human beta2 adrenergic receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002615";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4074920";"";"0";"552.68";"1";"3.79";"19c";"Cc1noc(-c2cccc(CN3CCN(C(=O)c4ccc(C[C@@H]5CC[C@H]([C@H](O)c6ccccc6)N5)cc4)CC3)n2)n1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004025";"Activity at human beta2 adrenergic receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002615";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL513389";"ICI-118551";"0";"277.41";"0";"2.61";"ICI-118551";"Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"31.01";"0.59";"5.99";"20.73";"False";"CHEMBL1663576";"Inhibition of human alpha2 adrenoceptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649335";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL21731";"MAPROTILINE";"4";"277.41";"0";"4.21";"MAPROTILINE";"CNCCCC12CCC(c3ccccc31)c1ccccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL458019";"PARAQUAT DICHLORIDE";"0";"257.16";"0";"1.00";"PARAQUAT DICHLORIDE";"C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL13341";"NIMETAZEPAM";"0";"295.30";"0";"2.41";"NIMETAZEPAM";"CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL1909071";"";"0";"None";"None";"None";"NOVARTIS P-38 INHIBITOR";"";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL56564";"TROPISETRON";"4";"284.36";"0";"2.95";"TROPISETRON";"CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL990";"BUTENAFINE";"4";"317.48";"1";"5.77";"BUTENAFINE";"CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
